Wall time,Step,Value
1629147874.0788295,100,0.8132655024528503
1629147894.8336954,200,0.7044987678527832
1629147915.5836453,300,0.6837918758392334
1629147936.8628824,400,0.6648532748222351
1629147958.1314113,500,0.713304340839386
1629147978.7498927,600,0.581203818321228
1629148000.3136797,700,0.6062465906143188
1629148020.7474747,800,0.6116354465484619
1629148042.0464704,900,0.6538987159729004
1629148063.9854367,1000,0.6541560292243958
1629148119.5448184,1100,0.561285674571991
1629148140.688471,1200,0.5805150270462036
1629148161.3312201,1300,0.6427862048149109
1629148181.7899873,1400,0.6310326457023621
1629148203.4447715,1500,0.6223008632659912
1629148224.262154,1600,0.5829943418502808
1629148245.6154978,1700,0.5956230163574219
1629148266.3718965,1800,0.5573239326477051
1629148287.3806744,1900,0.4801865816116333
1629148310.3439515,2000,0.5658509731292725
1629148346.5976477,2100,0.6402052640914917
1629148366.982534,2200,0.5439215898513794
1629148388.1936793,2300,0.5771160125732422
1629148408.9723752,2400,0.47595030069351196
1629148430.5561883,2500,0.4890001714229584
1629148451.084726,2600,0.5455089807510376
1629148472.176358,2700,0.4759504795074463
1629148493.1342788,2800,0.3968709707260132
1629148514.5303981,2900,0.47277987003326416
1629148536.911819,3000,0.556328535079956
1629148572.6385968,3100,0.4598506987094879
1629148593.2556844,3200,0.3633325695991516
1629148614.767967,3300,0.44204357266426086
1629148635.4342723,3400,0.4489791989326477
1629148656.1011684,3500,0.39555221796035767
1629148677.6166987,3600,0.3799755573272705
1629148698.7631161,3700,0.4402157664299011
1629148719.7488158,3800,0.5766333937644958
1629148741.2011902,3900,0.394337922334671
1629148763.5362823,4000,0.4877789616584778
1629148798.3759494,4100,0.3894643187522888
1629148819.2647288,4200,0.3897703289985657
1629148840.0809348,4300,0.5201445817947388
1629148861.233072,4400,0.40506771206855774
1629148882.2883189,4500,0.39415499567985535
1629148902.7275143,4600,0.38342541456222534
1629148924.0051236,4700,0.3475959897041321
1629148944.734782,4800,0.39568713307380676
1629148965.9953694,4900,0.4512106776237488
1629148988.3537555,5000,0.3537957966327667
1629149022.8100092,5100,0.3401844799518585
1629149044.453741,5200,0.37257832288742065
1629149065.1977272,5300,0.36005038022994995
1629149086.2129529,5400,0.3590885400772095
1629149107.4631612,5500,0.3691938519477844
1629149128.444999,5600,0.3188724219799042
1629149150.448392,5700,0.35202106833457947
1629149171.011201,5800,0.46863430738449097
1629149192.2124648,5900,0.38880014419555664
1629149215.3044984,6000,0.3363295793533325
1629149250.6337082,6100,0.3136022686958313
1629149272.049812,6200,0.3208962678909302
1629149294.0881097,6300,0.3776545822620392
1629149315.0136065,6400,0.3024004399776459
1629149336.8797364,6500,0.322765976190567
1629149357.7523518,6600,0.3289323151111603
1629149378.33252,6700,0.31342655420303345
1629149400.1259215,6800,0.32285696268081665
1629149421.1139503,6900,0.364123672246933
1629149443.9016309,7000,0.3235456943511963
1629149479.524365,7100,0.32695263624191284
1629149501.0240781,7200,0.35733842849731445
1629149522.01725,7300,0.30191218852996826
1629149543.586212,7400,0.32468801736831665
1629149564.3118606,7500,0.27123790979385376
1629149585.8730664,7600,0.32798662781715393
1629149606.468128,7700,0.38176587224006653
1629149627.7532954,7800,0.3507709205150604
1629149649.3483784,7900,0.34381353855133057
1629149671.8137615,8000,0.2978685796260834
1629149704.949255,8100,0.31242430210113525
1629149726.134285,8200,0.34349578619003296
1629149747.018871,8300,0.18206971883773804
1629149768.6408405,8400,0.29608845710754395
1629149789.5406744,8500,0.30430513620376587
1629149810.6523368,8600,0.3861462473869324
1629149832.4185045,8700,0.2730945944786072
1629149853.597756,8800,0.3293021321296692
1629149874.2069318,8900,0.27029114961624146
1629149897.6060014,9000,0.2379421591758728
1629149930.79293,9100,0.24062255024909973
1629149952.1448796,9200,0.30092674493789673
1629149972.918069,9300,0.32429739832878113
1629149994.064925,9400,0.2405928075313568
1629150015.480732,9500,0.31607404351234436
1629150036.685279,9600,0.3098421096801758
1629150057.399503,9700,0.28801947832107544
1629150078.9837484,9800,0.26229482889175415
1629150099.7099795,9900,0.33452364802360535
1629150123.1619248,10000,0.3399292826652527
