Wall time,Step,Value
1629216337.0530913,100,0.7277780771255493
1629216346.850158,200,0.6553212404251099
1629216356.314579,300,0.6346390843391418
1629216365.6162984,400,0.5791770815849304
1629216375.526584,500,0.7268179059028625
1629216384.7283502,600,0.6699000597000122
1629216394.1684084,700,0.693783700466156
1629216404.033261,800,0.5952830910682678
1629216414.5682504,900,0.8137380480766296
1629216423.65856,1000,0.6926263570785522
1629216446.8849976,1100,0.6732050180435181
1629216455.4740677,1200,0.6167674660682678
1629216463.6866941,1300,0.6985346078872681
1629216473.2784002,1400,0.6328310966491699
1629216483.162014,1500,0.6729452610015869
1629216491.6462123,1600,0.6321816444396973
1629216500.3062901,1700,0.7268226742744446
1629216508.954768,1800,0.6338465213775635
1629216517.938698,1900,0.6430603265762329
1629216527.6559937,2000,0.5660533905029297
1629216552.7470207,2100,0.6609084606170654
1629216561.598265,2200,0.6239981651306152
1629216569.3953052,2300,0.5762415528297424
1629216578.2382975,2400,0.5253913402557373
1629216587.365437,2500,0.5108524560928345
1629216595.5396774,2600,0.4757871627807617
1629216604.4118478,2700,0.514960527420044
1629216613.6542346,2800,0.4964349567890167
1629216622.53923,2900,0.5390231609344482
1629216631.7128358,3000,0.42833107709884644
1629216655.6442132,3100,0.5483545660972595
1629216665.677368,3200,0.47657090425491333
1629216674.081698,3300,0.4662058651447296
1629216682.6513295,3400,0.37482237815856934
1629216691.6828191,3500,0.46159887313842773
1629216701.077205,3600,0.40897881984710693
1629216711.0524554,3700,0.49242743849754333
1629216720.0500953,3800,0.4087938964366913
1629216728.493375,3900,0.34809738397598267
1629216739.258814,4000,0.41084080934524536
1629216762.7039762,4100,0.36896851658821106
1629216772.4800596,4200,0.34899184107780457
1629216782.2062306,4300,0.37188810110092163
1629216791.7415066,4400,0.48219722509384155
1629216800.990141,4500,0.3631019592285156
1629216809.484618,4600,0.43570244312286377
1629216818.1391153,4700,0.3218693435192108
1629216827.4134169,4800,0.27575141191482544
1629216836.9279678,4900,0.2765037715435028
1629216845.6565144,5000,0.25576695799827576
1629216868.4471238,5100,0.26698824763298035
1629216877.781849,5200,0.2869393229484558
1629216886.679973,5300,0.3136424422264099
1629216895.1138816,5400,0.2061743438243866
1629216903.6265094,5500,0.4301828145980835
1629216913.408853,5600,0.28863173723220825
1629216922.6442263,5700,0.25917333364486694
1629216932.1001894,5800,0.3185077905654907
1629216941.6462421,5900,0.3115696907043457
1629216950.1613195,6000,0.27762019634246826
1629216993.2036567,6100,0.25203391909599304
1629217003.0640912,6200,0.252509742975235
1629217013.3762481,6300,0.3178621530532837
1629217023.830956,6400,0.23786360025405884
1629217031.7955618,6500,0.3099266588687897
1629217040.541916,6600,0.2613515555858612
1629217050.4512522,6700,0.2272660732269287
1629217060.2000482,6800,0.363722562789917
1629217070.4214082,6900,0.2921055853366852
1629217081.1619835,7000,0.20511527359485626
1629217105.334358,7100,0.2895433306694031
1629217113.9657202,7200,0.2613397240638733
1629217122.4330227,7300,0.29863810539245605
1629217131.0530055,7400,0.19481076300144196
1629217139.1810014,7500,0.2078813761472702
1629217147.617235,7600,0.22306005656719208
1629217156.8851995,7700,0.23185743391513824
1629217166.402889,7800,0.24223271012306213
1629217175.3636317,7900,0.31858712434768677
1629217184.957572,8000,0.3126913011074066
1629217209.0301833,8100,0.16457664966583252
1629217217.1157732,8200,0.21850796043872833
1629217228.170983,8300,0.21585170924663544
1629217237.497657,8400,0.21611174941062927
1629217246.3458893,8500,0.2622423768043518
1629217255.5417693,8600,0.25785937905311584
1629217265.720833,8700,0.25731322169303894
1629217274.2558088,8800,0.16451968252658844
1629217283.0592835,8900,0.35399144887924194
1629217292.313693,9000,0.18168802559375763
1629217316.116201,9100,0.30731141567230225
1629217326.2982337,9200,0.17057350277900696
1629217335.8401864,9300,0.17749950289726257
1629217344.4956424,9400,0.2724067270755768
1629217354.4800303,9500,0.2039690613746643
1629217364.200628,9600,0.1793389767408371
1629217372.1565228,9700,0.19260023534297943
1629217382.1269598,9800,0.19531437754631042
1629217391.2771626,9900,0.18361401557922363
1629217401.3346457,10000,0.2096155732870102
