Wall time,Step,Value
1629219677.994535,100,0.7546745538711548
1629219740.2137384,200,0.6690609455108643
1629219803.7299547,300,0.5439784526824951
1629219868.585226,400,0.47577428817749023
1629219934.3804357,500,0.48860353231430054
1629220000.639896,600,0.3430531919002533
1629220066.857194,700,0.24968326091766357
1629220133.7743325,800,0.16402292251586914
1629220200.8870237,900,0.0644187331199646
1629220273.3978105,1000,0.02949742041528225
1629220368.7780848,1100,0.020902303978800774
1629220435.0756354,1200,0.026722600683569908
1629220501.5598304,1300,0.03262558579444885
1629220568.1033647,1400,0.05776471644639969
1629220634.908306,1500,0.03594560921192169
1629220701.882938,1600,0.04602792114019394
1629220769.3274865,1700,0.032660871744155884
1629220836.4997225,1800,0.03350801765918732
1629220904.2348068,1900,0.013148879632353783
1629220981.5674248,2000,0.014156329445540905
1629221081.687847,2100,0.056740518659353256
1629221148.3171875,2200,0.004196967929601669
1629221215.5744452,2300,0.00985597725957632
1629221282.1187975,2400,0.007107457146048546
1629221349.902899,2500,0.00631226971745491
1629221416.5565808,2600,0.0031746807508170605
1629221483.2454832,2700,0.0013999403454363346
1629221550.5902474,2800,0.017980746924877167
1629221617.575893,2900,0.0013977594207972288
1629221694.0493355,3000,0.000832059420645237
1629221793.1066108,3100,0.012160307727754116
1629221859.416938,3200,0.0036872054915875196
1629221926.6986966,3300,0.003782910294830799
1629221993.3871052,3400,0.006753149908035994
1629222060.1915174,3500,0.005355071276426315
1629222127.5733163,3600,0.028776045888662338
1629222194.3567133,3700,0.03594961017370224
1629222261.2819965,3800,0.03707556053996086
1629222328.2345715,3900,0.007039530202746391
1629222405.0153968,4000,0.00960284098982811
1629222498.3189573,4100,0.062220823019742966
1629222564.8217685,4200,0.0015229294076561928
1629222631.044024,4300,0.004327808041125536
1629222698.0028176,4400,0.0030374012421816587
1629222764.8920383,4500,0.0045662131160497665
1629222832.1197202,4600,0.0068911220878362656
1629222899.1642003,4700,0.0005364014068618417
1629222966.2545958,4800,0.0008096198434941471
1629223033.525138,4900,0.0006232296000234783
1629223109.8630366,5000,0.0008187509956769645
1629223202.6959698,5100,0.0003889215877279639
1629223269.2293808,5200,0.0008032344630919397
1629223335.9504986,5300,0.008515715599060059
1629223403.0778773,5400,0.0017966533778235316
1629223470.4630854,5500,0.0006079729646444321
1629223537.3652878,5600,0.024528896436095238
1629223604.724358,5700,0.002029231982305646
1629223671.7020185,5800,0.0016654215287417173
1629223739.8816278,5900,0.00033374520717188716
1629223815.9591424,6000,0.0013921379577368498
1629223908.702857,6100,0.0003896380658261478
1629223974.921135,6200,0.0009170729899778962
1629224041.7066839,6300,0.0021992356050759554
1629224108.201555,6400,0.003046233206987381
1629224175.547837,6500,0.000435231311712414
1629224242.7703428,6600,0.0004845582298003137
1629224309.850646,6700,0.0006032697856426239
1629224377.331021,6800,0.0007442826754413545
1629224444.3488111,6900,0.0006417869590222836
1629224520.8491712,7000,0.0003296558861620724
1629224613.953041,7100,0.00016105195390991867
1629224681.5692708,7200,0.00035136856604367495
1629224749.691381,7300,0.018435921519994736
1629224817.419017,7400,0.0015396964736282825
1629224885.4945533,7500,0.003644404700025916
1629224953.1863847,7600,0.0008024889975786209
1629225020.878157,7700,0.000668869586661458
1629225088.5098107,7800,0.0018110554665327072
1629225156.1248899,7900,0.0034652031026780605
1629225233.058698,8000,0.00020712117839138955
1629225314.7953575,8100,0.00023460491502191871
1629225382.4325616,8200,0.0012326623545959592
1629225450.1213646,8300,0.0002867386501748115
1629225517.5729563,8400,0.00017275125719606876
1629225585.4039829,8500,0.0004625544825103134
1629225653.4451046,8600,0.00040902834734879434
1629225721.1800075,8700,0.0005235422286204994
1629225789.277256,8800,0.0001336579443886876
1629225857.1331105,8900,0.0001100798835977912
1629225936.0323548,9000,0.0005389050929807127
1629226017.1101623,9100,0.0002747281105257571
1629226084.999686,9200,0.00010654579091351479
1629226152.6479151,9300,9.401646093465388e-05
1629226219.7630854,9400,0.00010828726226463914
1629226287.409187,9500,0.00011033602640964091
1629226354.9390566,9600,7.843709317967296e-05
1629226422.295987,9700,0.00021820058464072645
1629226490.9943137,9800,0.0001084398536477238
1629226558.5412173,9900,0.0001360003079753369
1629226635.7619984,10000,0.00014837807975709438
